Ccode,Dcode,SchoolID,ObjectCode,restricted,unrestricted,total,
01,76372,0107839,4400,0,0,0,
01,76372,0107839,4700,0,12088,12088,
01,76372,0107839,5100,0,0,0,
01,76372,0107839,5200,0,7440,7440,
01,76372,0107839,5300,0,8422,8422,
01,76372,0107839,5400,0,116273,116273,
01,76372,0107839,5500,0,228764,228764,
01,76372,0107839,5600,0,258193,258193,
01,76372,0107839,5800,154305,258648,412953,
01,76372,0107839,5900,0,43530,43530,
01,76372,0107839,6100-6170,0,0,0,
01,76372,0107839,6200,0,0,0,
01,76372,0107839,6300,0,0,0,
01,76372,0107839,6400,0,0,0,
01,76372,0107839,6500,0,0,0,
01,76372,0107839,6900,0,0,0,
01,76372,0107839,7110-7143,0,174031,174031,
01,76372,0107839,7211-7213,0,0,0,
01,76372,0107839,7221-7223AO,0,0,0,
01,76372,0107839,7221-7223SE,0,0,0,
01,76372,0107839,7281-7299,0,59083,59083,
01,76372,0107839,7438,0,1017486,1017486,
01,76372,0107839,7439,0,0,0,
01,76372,0107839,7630-7699,0,0,0,
01,76372,0107839,8011,0,0,0,
01,76372,0107839,8012,0,0,0,
01,76372,0107839,8015,0,2510402,2510402,
01,76372,0107839,8019,0,75565,75565,
01,76372,0107839,8020-8039,0,0,0,
01,76372,0107839,8040-8079,0,0,0,
01,76372,0107839,8080-8089,0,0,0,
01,76372,0107839,"8091, 8097",0,0,0,
01,76372,0107839,8092,0,0,0,
01,76372,0107839,8096,0,2923024,2923024,
01,76372,0107839,"8110, 8260-8299",0,0,0,
01,76372,0107839,"8181, 8182",141087,0,141087,
01,76372,0107839,8220,15826,0,15826,
01,76372,0107839,8290,0,0,0,
01,76372,0107839,8930-8979,0,0,0,
01,76372,0107839,8980-8999,-35190,35190,0,
01,76372,0107839,9110,0,0,0,
01,76372,0107839,9111,0,0,0,
01,76372,0107839,9120,-222825,1393829,1171004,
01,76372,0107839,9130,0,0,0,
01,76372,0107839,9135,0,1047844,1047844,
01,76372,0107839,9140,0,0,0,
01,76372,0107839,9150,0,202145,202145,
01,76372,0107839,9200,268912,3303804,3572716,
01,76372,0107839,9290,0,0,0,
01,76372,0107839,9320,0,0,0,
01,76372,0107839,9330,0,0,0,
01,76372,0107839,9340,0,0,0,
01,76372,0107839,9400-9499,0,15952562,15952562,
01,76372,0107839,9500,595,826524,827119,
01,76372,0107839,9590,0,0,0,
01,76372,0107839,9640,0,0,0,
01,76372,0107839,9650,0,0,0,
01,76372,0107839,9660-9669,0,17866054,17866054,
01,76372,0107839,9711,0,0,0,
01,76372,0107839,9712,0,0,0,
01,76372,0107839,9713,0,0,0,
01,76372,0107839,9719,0,0,0,
01,76372,0107839,9740,0,0,0,
01,76372,0107839,9750,0,0,0,
01,76372,0107839,9760,0,0,0,
01,76372,0107839,9780,0,0,0,
01,76372,0107839,9789,0,0,0,
01,76372,0107839,9790A,-104508,3207606,3103098,
01,76372,0107839,9790M,0,0,0,
01,76372,0107839,9791,103413,4315304,4418717,
01,76372,0107839,"9793, 9795",0,-272571,-272571,
01,76372,0107839,9796,0,0,0,
01,76372,0107839,9797,150000,0,150000,
01,76372,0107839,LocalRevAO,0,650863,650863,
01,76372,0107839,StateRevAO,19270,976265,995535,
01,76372,0107839,StateRevSE,481855,0,481855,
01,76653,0120931,1100,92615,1043255,1135870,
01,76653,0120931,1200,77083,71823,148906,
01,76653,0120931,1300,0,153663,153663,
01,76653,0120931,1900,0,0,0,
01,76653,0120931,2100,0,55156,55156,
01,76653,0120931,2200,0,43455,43455,
01,76653,0120931,2300,0,0,0,
01,76653,0120931,2400,0,85276,85276,
01,76653,0120931,2900,0,0,0,
01,76653,0120931,3101-3102,13506,93748,107254,
01,76653,0120931,3201-3202,0,0,0,
01,76653,0120931,3301-3302,2190,34031,36221,
01,76653,0120931,3401-3402,13843,116653,130496,
01,76653,0120931,3501-3502,2697,21517,24214,
01,76653,0120931,3601-3602,2375,0,2375,
01,76653,0120931,3701-3702,0,0,0,
01,76653,0120931,3751-3752,0,0,0,
01,76653,0120931,3801-3802,0,0,0,
01,76653,0120931,3901-3902,0,0,0,
01,76653,0120931,4100,0,58780,58780,
01,76653,0120931,4200,0,0,0,
01,76653,0120931,4300,791,148419,149210,
01,76653,0120931,4400,0,0,0,
01,76653,0120931,4700,0,7223,7223,
01,76653,0120931,5100,0,0,0,
01,76653,0120931,5200,0,5208,5208,
01,76653,0120931,5300,0,5110,5110,
01,76653,0120931,5400,0,1943,1943,
01,76653,0120931,5500,0,147163,147163,
01,76653,0120931,5600,0,216214,216214,
01,76653,0120931,5800,56100,172695,228795,
01,76653,0120931,5900,0,186409,186409,
01,76653,0120931,6100-6170,0,0,0,
01,76653,0120931,6200,0,0,0,
01,76653,0120931,6300,0,0,0,
01,76653,0120931,6400,0,0,0,
01,76653,0120931,6500,0,0,0,
01,76653,0120931,6900,0,0,0,
01,76653,0120931,7110-7143,0,182241,182241,
01,76653,0120931,7211-7213,0,0,0,
01,76653,0120931,7221-7223AO,0,0,0,
01,76653,0120931,7221-7223SE,0,0,0,
01,76653,0120931,7281-7299,0,20907,20907,
01,76653,0120931,7438,0,494627,494627,
01,76653,0120931,7439,0,0,0,
01,76653,0120931,7630-7699,0,0,0,
01,76653,0120931,8011,0,0,0,
01,76653,0120931,8012,0,0,0,
01,76653,0120931,8015,0,1061862,1061862,
01,76653,0120931,8019,0,5794,5794,
01,76653,0120931,8020-8039,0,0,0,
01,76653,0120931,8040-8079,0,0,0,
01,76653,0120931,8080-8089,0,0,0,
01,76653,0120931,"8091, 8097",0,0,0,
01,76653,0120931,8092,0,0,0,
01,76653,0120931,8096,0,872874,872874,
01,76653,0120931,"8110, 8260-8299",0,0,0,
01,76653,0120931,"8181, 8182",28666,0,28666,
01,76653,0120931,8220,0,0,0,
01,76653,0120931,8290,0,0,0,
01,76653,0120931,8930-8979,0,0,0,
01,76653,0120931,8980-8999,163340,-163340,0,
01,76653,0120931,9110,0,0,0,
01,76653,0120931,9111,0,0,0,
01,76653,0120931,9120,120881,831566,952447,
01,76653,0120931,9130,0,0,0,
01,76653,0120931,9135,0,0,0,
01,76653,0120931,9140,0,0,0,
01,76653,0120931,9150,0,0,0,
01,76653,0120931,9200,31771,1209301,1241072,
01,76653,0120931,9290,0,0,0,
01,76653,0120931,9320,0,0,0,
01,76653,0120931,9330,0,0,0,
01,76653,0120931,9340,0,0,0,
01,76653,0120931,9400-9499,0,0,0,
01,76653,0120931,9500,46005,930081,976086,
01,76653,0120931,9590,0,0,0,
01,76653,0120931,9640,0,63122,63122,
01,76653,0120931,9650,0,0,0,
01,76653,0120931,9660-9669,0,323083,323083,
01,76653,0120931,9711,0,0,0,
01,76653,0120931,9712,0,0,0,
01,76653,0120931,9713,0,0,0,
01,76653,0120931,9719,0,0,0,
01,76653,0120931,9740,0,0,0,
01,76653,0120931,9750,0,0,0,
01,76653,0120931,9760,0,0,0,
01,76653,0120931,9780,0,0,0,
01,76653,0120931,9789,0,0,0,
01,76653,0120931,9790A,-43353,724581,681228,
01,76653,0120931,9790M,0,0,0,
01,76653,0120931,9791,8659,259705,268364,
01,76653,0120931,"9793, 9795",23519,0,23519,
01,76653,0120931,9796,0,0,0,
01,76653,0120931,9797,150000,0,150000,
01,76653,0120931,LocalRevAO,0,1757048,1757048,
01,76653,0120931,StateRevAO,8218,296154,304372,
01,76653,0120931,StateRevSE,135445,0,135445,
04,61424,0110551,1100,53727.26,309827.23,363554.49,
04,61424,0110551,1200,0,0,0,
04,61424,0110551,1300,0,66711.96,66711.96,
04,61424,0110551,1900,0,0,0,
04,61424,0110551,2100,59863.17,500,60363.17,
04,61424,0110551,2200,2761.81,42730.34,45492.15,
04,61424,0110551,2300,510,0,510,
04,61424,0110551,2400,0,40769.16,40769.16,
04,61424,0110551,2900,0,6683,6683,
04,61424,0110551,3101-3102,4509.07,30487.56,34996.63,
04,61424,0110551,3201-3202,2383.66,7597.59,9981.25,
04,61424,0110551,3301-3302,5595.57,12473,18068.57,
04,61424,0110551,3401-3402,12682.1,73427.04,86109.14,
04,61424,0110551,3501-3502,1973.61,4259.11,6232.72,
04,61424,0110551,3601-3602,0,16102.12,16102.12,
04,61424,0110551,3701-3702,0,0,0,
04,61424,0110551,3751-3752,0,0,0,
04,61424,0110551,3801-3802,0,0,0,
04,61424,0110551,3901-3902,47.95,807.55,855.5,
04,61424,0110551,4100,776.41,0,776.41,
04,61424,0110551,4200,140,0,140,
04,61424,0110551,4300,1958.37,13474.9,15433.27,
04,61424,0110551,4400,287.91,2526.08,2813.99,
04,61424,0110551,4700,0,316,316,
04,61424,0110551,5100,0,58739.99,58739.99,
04,61424,0110551,5200,5527.28,60,5587.28,
04,61424,0110551,5300,0,1350.41,1350.41,
04,61424,0110551,5400,0,14974.42,14974.42,
04,61424,0110551,5500,0,28014.94,28014.94,
04,61424,0110551,5600,0,8938.71,8938.71,
04,61424,0110551,5800,38566.28,81578.79,120145.07,
04,61424,0110551,5900,504.45,1157.18,1661.63,
04,61424,0110551,6100-6170,0,0,0,
04,61424,0110551,6200,0,0,0,
04,61424,0110551,6300,0,0,0,
04,61424,0110551,6400,0,0,0,
04,61424,0110551,6500,0,0,0,
04,61424,0110551,6900,0,22853.34,22853.34,
04,61424,0110551,7110-7143,0,0,0,
04,61424,0110551,7211-7213,0,0,0,
04,61424,0110551,7221-7223AO,0,0,0,
04,61424,0110551,7221-7223SE,0,0,0,
04,61424,0110551,7281-7299,0,0,0,
04,61424,0110551,7438,0,0,0,
04,61424,0110551,7439,0,0,0,
04,61424,0110551,7630-7699,0,0,0,
04,61424,0110551,8011,0,0,0,
04,61424,0110551,8012,0,145353,145353,
04,61424,0110551,8015,0,297263.77,297263.77,
04,61424,0110551,8019,0,2249,2249,
04,61424,0110551,8020-8039,0,0,0,
04,61424,0110551,8040-8079,0,0,0,
04,61424,0110551,8080-8089,0,0,0,
04,61424,0110551,"8091, 8097",0,0,0,
04,61424,0110551,8092,0,0,0,
04,61424,0110551,8096,0,236953.23,236953.23,
04,61424,0110551,"8110, 8260-8299",22609,0,22609,
04,61424,0110551,"8181, 8182",18210,0,18210,
04,61424,0110551,8220,0,0,0,
04,61424,0110551,8290,41940.94,0,41940.94,
04,61424,0110551,8930-8979,0,0,0,
04,61424,0110551,8980-8999,69428.55,-69428.55,0,
04,61424,0110551,9110,0,0,0,
04,61424,0110551,9111,0,0,0,
04,61424,0110551,9120,2793.29,491953.54,494746.83,
04,61424,0110551,9130,0,0,0,
04,61424,0110551,9135,0,0,0,
04,61424,0110551,9140,0,0,0,
04,61424,0110551,9150,0,0,0,
04,61424,0110551,9200,0,0,0,
04,61424,0110551,9290,0,341047.44,341047.44,
04,61424,0110551,9320,0,0,0,
04,61424,0110551,9330,0,0,0,
04,61424,0110551,9340,0,0,0,
04,61424,0110551,9400-9499,0,326206.75,326206.75,
04,61424,0110551,9500,0,72254.33,72254.33,
04,61424,0110551,9590,0,0,0,
04,61424,0110551,9640,0,0,0,
04,61424,0110551,9650,0,0,0,
04,61424,0110551,9660-9669,0,0,0,
04,61424,0110551,9711,0,0,0,
04,61424,0110551,9712,0,0,0,
04,61424,0110551,9713,0,0,0,
04,61424,0110551,9719,0,0,0,
04,61424,0110551,9740,0,0,0,
04,61424,0110551,9750,0,0,0,
04,61424,0110551,9760,0,0,0,
04,61424,0110551,9780,0,0,0,
04,61424,0110551,9789,0,0,0,
04,61424,0110551,9790A,0,1086953.4,1086953.4,
04,61424,0110551,9790M,0,0,0,
04,61424,0110551,9791,388.2,1054615.98,1055004.18,
04,61424,0110551,"9793, 9795",0,37.83,37.83,
04,61424,0110551,9796,0,0,0,
04,61424,0110551,9797,2793.29,0,2793.29,
04,61424,0110551,LocalRevAO,0,54737.97,54737.97,
04,61424,0110551,StateRevAO,3321.5,211531.59,214853.09,
04,61424,0110551,StateRevSE,38710,0,38710,
04,61424,0118042,1100,13211.47,231050.11,244261.58,
04,61424,0118042,1200,0,0,0,
04,61424,0118042,1300,0,0,0,
04,61424,0118042,1900,0,0,0,
04,61424,0118042,2100,18876.51,16312.37,35188.88,
04,61424,0118042,2200,73.5,12646.78,12720.28,
04,61424,0118042,2300,0,80435.27,80435.27,
04,61424,0118042,2400,0,21565.34,21565.34,
04,61424,0118042,2900,0,7583.77,7583.77,
04,61424,0118042,3101-3102,667.57,18554.64,19222.21,
04,61424,0118042,3201-3202,378.4,11440.62,11819.02,
04,61424,0118042,3301-3302,1583.85,14045.8,15629.65,
04,61424,0118042,3401-3402,328.33,5276.07,5604.4,
04,61424,0118042,3501-3502,1350.65,6701.98,8052.63,
04,61424,0118042,3601-3602,0,8279.56,8279.56,
04,61424,0118042,3701-3702,0,0,0,
04,61424,0118042,3751-3752,0,0,0,
04,61424,0118042,3801-3802,0,0,0,
04,61424,0118042,3901-3902,0,925,925,
04,61424,0118042,4100,4328.54,0,4328.54,
04,61424,0118042,4200,380.49,0,380.49,
04,61424,0118042,4300,604.29,15909.82,16514.11,
04,61424,0118042,4400,5490.27,3067.82,8558.09,
04,61424,0118042,4700,0,0,0,
04,61424,0118042,5100,0,58108.09,58108.09,
04,61424,0118042,5200,2619.03,1483.63,4102.66,
04,61424,0118042,5300,0,620,620,
04,61424,0118042,5400,0,13624.2,13624.2,
04,61424,0118042,5500,0,39424.3,39424.3,
04,61424,0118042,5600,997,8513.19,9510.19,
04,61424,0118042,5800,12737.72,42975.45,55713.17,
04,61424,0118042,5900,3834.77,982.19,4816.96,
04,61424,0118042,6100-6170,0,0,0,
04,61424,0118042,6200,0,0,0,
04,61424,0118042,6300,0,0,0,
04,61424,0118042,6400,0,0,0,
04,61424,0118042,6500,0,0,0,
04,61424,0118042,6900,0,5878.28,5878.28,
04,61424,0118042,7110-7143,0,76589.6,76589.6,
04,61424,0118042,7211-7213,0,0,0,
04,61424,0118042,7221-7223AO,0,0,0,
04,61424,0118042,7221-7223SE,0,0,0,
04,61424,0118042,7281-7299,0,0,0,
04,61424,0118042,7438,0,1093.12,1093.12,
04,61424,0118042,7439,0,0,0,
04,61424,0118042,7630-7699,0,0,0,
04,61424,0118042,8011,0,0,0,
04,61424,0118042,8012,0,120600,120600,
04,61424,0118042,8015,0,246193,246193,
04,61424,0118042,8019,0,423,423,
04,61424,0118042,8020-8039,0,0,0,
04,61424,0118042,8040-8079,0,0,0,
04,61424,0118042,8080-8089,0,0,0,
04,61424,0118042,"8091, 8097",0,0,0,
04,61424,0118042,8092,0,0,0,
04,61424,0118042,8096,0,197048.52,197048.52,
04,61424,0118042,"8110, 8260-8299",20222,0,20222,
04,61424,0118042,"8181, 8182",0,0,0,
04,61424,0118042,8220,0,0,0,
04,61424,0118042,8290,0,0,0,
04,61424,0118042,8930-8979,0,0,0,
04,61424,0118042,8980-8999,36999.69,-36999.69,0,
04,61424,0118042,9110,0,0,0,
04,61424,0118042,9111,0,0,0,
04,61424,0118042,9120,0,492123.69,492123.69,
04,61424,0118042,9130,0,0,0,
04,61424,0118042,9135,0,0,0,
04,61424,0118042,9140,0,0,0,
04,61424,0118042,9150,0,0,0,
04,61424,0118042,9200,0,2747.86,2747.86,
04,61424,0118042,9290,0,122104.5,122104.5,
04,61424,0118042,9320,0,0,0,
04,61424,0118042,9330,0,0,0,
04,61424,0118042,9340,0,0,0,
04,61424,0118042,9400-9499,0,195662.79,195662.79,
04,61424,0118042,9500,0,101808.68,101808.68,
04,61424,0118042,9590,0,0,0,
04,61424,0118042,9640,0,0,0,
04,61424,0118042,9650,0,0,0,
04,61424,0118042,9660-9669,0,60736.21,60736.21,
04,61424,0118042,9711,0,0,0,
04,61424,0118042,9712,0,0,0,
04,61424,0118042,9713,0,0,0,
04,61424,0118042,9719,0,0,0,
04,61424,0118042,9740,0,0,0,
04,61424,0118042,9750,0,0,0,
04,61424,0118042,9760,0,0,0,
04,61424,0118042,9780,0,0,0,
04,61424,0118042,9789,0,0,0,
04,61424,0118042,9790A,0,454431.16,454431.16,
04,61424,0118042,9790M,0,0,0,
04,61424,0118042,9791,0,572016.29,572016.29,
04,61424,0118042,"9793, 9795",0,35084.18,35084.18,
04,61424,0118042,9796,0,195662.79,195662.79,
04,61424,0118042,9797,0,0,0,
04,61424,0118042,LocalRevAO,0,89739.5,89739.5,
04,61424,0118042,StateRevAO,2745.5,129076.15,131821.65,
04,61424,0118042,StateRevSE,7495.2,0,7495.2,
04,61424,0121475,1100,25924.65,245100.4,271025.05,
04,61424,0121475,1200,0,0,0,
04,61424,0121475,1300,0,0,0,
04,61424,0121475,1900,0,0,0,
04,61424,0121475,2100,0,88873,88873,
04,61424,0121475,2200,0,17905.33,17905.33,
04,61424,0121475,2300,0,70000,70000,
04,61424,0121475,2400,0,19528.7,19528.7,
04,61424,0121475,2900,0,0,0,
04,61424,0121475,3101-3102,604.15,13229.39,13833.54,
04,61424,0121475,3201-3202,1366.82,12660.84,14027.66,
04,61424,0121475,3301-3302,1131.94,18614.31,19746.25,
04,61424,0121475,3401-3402,0,19069.38,19069.38,
04,61424,0121475,3501-3502,318.68,8542.29,8860.97,
04,61424,0121475,3601-3602,0,8210.03,8210.03,
04,61424,0121475,3701-3702,0,0,0,
04,61424,0121475,3751-3752,0,0,0,
04,61424,0121475,3801-3802,0,0,0,
04,61424,0121475,3901-3902,11.24,2448.66,2459.9,
04,61424,0121475,4100,1912.62,1398.01,3310.63,
04,61424,0121475,4200,767.85,788.87,1556.72,
04,61424,0121475,4300,75.34,15143.38,15218.72,
04,61424,0121475,4400,0,489.89,489.89,
04,61424,0121475,4700,0,-1710.76,-1710.76,
04,61424,0121475,5100,0,0,0,
04,61424,0121475,5200,0,6327.02,6327.02,
04,61424,0121475,5300,0,1098,1098,
04,61424,0121475,5400,0,12783.86,12783.86,
04,61424,0121475,5500,0,17734.2,17734.2,
04,61424,0121475,5600,0,104719.84,104719.84,
04,61424,0121475,5800,0,58977.05,58977.05,
04,61424,0121475,5900,0,4354.27,4354.27,
04,61424,0121475,6100-6170,0,0,0,
04,61424,0121475,6200,0,0,0,
04,61424,0121475,6300,0,0,0,
04,61424,0121475,6400,0,0,0,
04,61424,0121475,6500,0,0,0,
04,61424,0121475,6900,0,0,0,
04,61424,0121475,7110-7143,0,0,0,
04,61424,0121475,7211-7213,0,0,0,
04,61424,0121475,7221-7223AO,0,0,0,
04,61424,0121475,7221-7223SE,0,73300.71,73300.71,
04,61424,0121475,7281-7299,0,0,0,
04,61424,0121475,7438,0,1236.01,1236.01,
04,61424,0121475,7439,0,0,0,
04,61424,0121475,7630-7699,0,0,0,
04,61424,0121475,8011,0,0,0,
04,61424,0121475,8012,0,148607,148607,
04,61424,0121475,8015,0,305365,305365,
04,61424,0121475,8019,0,-2022,-2022,
04,61424,0121475,8020-8039,0,0,0,
04,61424,0121475,8040-8079,0,0,0,
04,61424,0121475,8080-8089,0,0,0,
04,61424,0121475,"8091, 8097",0,0,0,
04,61424,0121475,8092,0,0,0,
04,61424,0121475,8096,0,240809.19,240809.19,
04,61424,0121475,"8110, 8260-8299",0,0,0,
04,61424,0121475,"8181, 8182",0,0,0,
04,61424,0121475,8220,0,0,0,
04,61424,0121475,8290,0,0,0,
04,61424,0121475,8930-8979,0,0,0,
04,61424,0121475,8980-8999,23186.82,-23186.82,0,
04,61424,0121475,9110,0,0,0,
04,61424,0121475,9111,0,0,0,
04,61424,0121475,9120,688.03,26002.68,26690.71,
04,61424,0121475,9130,0,0,0,
04,61424,0121475,9135,0,0,0,
04,61424,0121475,9140,0,0,0,
04,61424,0121475,9150,0,0,0,
04,61424,0121475,9200,0,7289.91,7289.91,
04,61424,0121475,9290,0,295231.07,295231.07,
04,61424,0121475,9320,0,0,0,
04,61424,0121475,9330,0,4042.5,4042.5,
04,61424,0121475,9340,0,0,0,
04,61424,0121475,9400-9499,0,0,0,
04,61424,0121475,9500,0,135035.96,135035.96,
04,61424,0121475,9590,0,0,0,
04,61424,0121475,9640,0,55000,55000,
04,61424,0121475,9650,0,0,0,
04,61424,0121475,9660-9669,0,0,0,
04,61424,0121475,9711,0,0,0,
04,61424,0121475,9712,0,0,0,
04,61424,0121475,9713,0,0,0,
04,61424,0121475,9719,0,0,0,
04,61424,0121475,9740,0,0,0,
04,61424,0121475,9750,0,0,0,
04,61424,0121475,9760,0,0,0,
04,61424,0121475,9780,0,0,0,
04,61424,0121475,9789,0,0,0,
04,61424,0121475,9790A,0,142530.32,142530.32,
04,61424,0121475,9790M,0,0,0,
04,61424,0121475,9791,1226.5,202233.2,203459.7,
04,61424,0121475,"9793, 9795",-1226.5,-72069.2,-73295.7,
04,61424,0121475,9796,0,0,0,
04,61424,0121475,9797,688.03,0,688.03,
04,61424,0121475,LocalRevAO,0,61450.29,61450.29,
04,61424,0121475,StateRevAO,3368.5,102166.34,105534.84,
04,61424,0121475,StateRevSE,6246,0,6246,
04,61424,0123810,1100,33022.51,195216.14,228238.65,
04,61424,0123810,1200,0,0,0,
04,61424,0123810,1300,0,0,0,
04,61424,0123810,1900,0,0,0,
04,61424,0123810,2100,0,4426.33,4426.33,
04,61424,0123810,2200,0,0,0,
04,61424,0123810,2300,16399.78,42865.58,59265.36,
04,61424,0123810,2400,0,23752.2,23752.2,
04,61424,0123810,2900,0,2319.8,2319.8,
04,61424,0123810,3101-3102,0,0,0,
04,61424,0123810,3201-3202,0,0,0,
04,61424,0123810,3301-3302,4290.69,19921.75,24212.44,
04,61424,0123810,3401-3402,2988.73,18315.92,21304.65,
04,61424,0123810,3501-3502,513.31,2160.19,2673.5,
04,61424,0123810,3601-3602,0,3709.4,3709.4,
04,61424,0123810,3701-3702,0,0,0,
04,61424,0123810,3751-3752,0,0,0,
04,61424,0123810,3801-3802,0,0,0,
04,61424,0123810,3901-3902,16.1,62.53,78.63,
04,61424,0123810,4100,13018.31,0,13018.31,
04,61424,0123810,4200,409.91,0,409.91,
04,61424,0123810,4300,26213.56,2878.42,29091.98,
04,61424,0123810,4400,28498.42,0,28498.42,
04,61424,0123810,4700,0,0,0,
04,61424,0123810,5100,0,0,0,
04,61424,0123810,5200,79.25,798.24,877.49,
04,61424,0123810,5300,84,510,594,
04,61424,0123810,5400,0,10306.69,10306.69,
04,61424,0123810,5500,0,15424.14,15424.14,
04,61424,0123810,5600,2133.85,52819.11,54952.96,
04,61424,0123810,5800,43621.36,42953.14,86574.5,
04,61424,0123810,5900,1765.96,5294.39,7060.35,
04,61424,0123810,6100-6170,0,0,0,
04,61424,0123810,6200,0,0,0,
04,61424,0123810,6300,0,0,0,
04,61424,0123810,6400,0,0,0,
04,61424,0123810,6500,0,0,0,
04,61424,0123810,6900,0,0,0,
04,61424,0123810,7110-7143,0,37009.55,37009.55,
04,61424,0123810,7211-7213,0,0,0,
04,61424,0123810,7221-7223AO,0,0,0,
04,61424,0123810,7221-7223SE,0,0,0,
04,61424,0123810,7281-7299,0,0,0,
04,61424,0123810,7438,0,0,0,
04,61424,0123810,7439,0,0,0,
04,61424,0123810,7630-7699,0,0,0,
04,61424,0123810,8011,0,0,0,
04,61424,0123810,8012,0,104956,104956,
04,61424,0123810,8015,0,215725,215725,
04,61424,0123810,8019,0,14692,14692,
04,61424,0123810,8020-8039,0,0,0,
04,61424,0123810,8040-8079,0,0,0,
04,61424,0123810,8080-8089,0,0,0,
04,61424,0123810,"8091, 8097",0,0,0,
04,61424,0123810,8092,0,0,0,
04,61424,0123810,8096,0,170020.94,170020.94,
04,61424,0123810,"8110, 8260-8299",172975.53,0,172975.53,
04,61424,0123810,"8181, 8182",0,0,0,
04,61424,0123810,8220,0,0,0,
04,61424,0123810,8290,0,0,0,
04,61424,0123810,8930-8979,0,0,0,
04,61424,0123810,8980-8999,0,0,0,
04,61424,0123810,9110,0,0,0,
04,61424,0123810,9111,0,0,0,
04,61424,0123810,9120,0,26742.79,26742.79,
04,61424,0123810,9130,0,0,0,
04,61424,0123810,9135,0,0,0,
04,61424,0123810,9140,0,0,0,
04,61424,0123810,9150,0,0,0,
04,61424,0123810,9200,0,4492.82,4492.82,
04,61424,0123810,9290,4029.48,250259.93,254289.41,
04,61424,0123810,9320,0,0,0,
04,61424,0123810,9330,0,8900,8900,
04,61424,0123810,9340,0,0,0,
04,61424,0123810,9400-9499,0,0,0,
04,61424,0123810,9500,0,94231.73,94231.73,
04,61424,0123810,9590,0,0,0,
04,61424,0123810,9640,0,0,0,
04,61424,0123810,9650,0,18235.87,18235.87,
04,61424,0123810,9660-9669,0,0,0,
04,61424,0123810,9711,0,0,0,
04,61424,0123810,9712,0,0,0,
04,61424,0123810,9713,0,0,0,
04,61424,0123810,9719,0,0,0,
04,61424,0123810,9740,0,0,0,
04,61424,0123810,9750,0,0,0,
04,61424,0123810,9760,0,0,0,
04,61424,0123810,9780,0,0,0,
04,61424,0123810,9789,0,0,0,
04,61424,0123810,9790A,0,177927.94,177927.94,
04,61424,0123810,9790M,0,0,0,
04,61424,0123810,9791,0,36783.11,36783.11,
04,61424,0123810,"9793, 9795",0,0,0,
04,61424,0123810,9796,0,0,0,
04,61424,0123810,9797,4029.48,0,4029.48,
04,61424,0123810,LocalRevAO,0,37588.44,37588.44,
04,61424,0123810,StateRevAO,4109.69,78905.97,83015.66,
04,61424,0123810,StateRevSE,0,0,0,
04,61424,6113773,1100,139243.42,1212717.4,1351960.82,
04,61424,6113773,1200,187351.9,0,187351.9,
04,61424,6113773,1300,0,100896.55,100896.55,
04,61424,6113773,1900,48048.8,197865.62,245914.42,
04,61424,6113773,2100,37867.53,0,37867.53,
04,61424,6113773,2200,0,384149.53,384149.53,
04,61424,6113773,2300,0,92415.59,92415.59,
04,61424,6113773,2400,23871.28,120420.85,144292.13,
04,61424,6113773,2900,2210.46,9559,11769.46,
04,61424,6113773,3101-3102,26270.7,126804.78,153075.48,
04,61424,6113773,3201-3202,2756.39,46881.13,49637.52,
04,61424,6113773,3301-3302,11950.21,71339.66,83289.87,
04,61424,6113773,3401-3402,59271.9,252788.25,312060.15,
04,61424,6113773,3501-3502,0,28565.15,28565.15,
04,61424,6113773,3601-3602,0,53742,53742,
04,61424,6113773,3701-3702,0,0,0,
04,61424,6113773,3751-3752,0,0,0,
04,61424,6113773,3801-3802,0,0,0,
04,61424,6113773,3901-3902,0,0,0,
04,61424,6113773,4100,4295.45,17391.2,21686.65,
04,61424,6113773,4200,752.1,2251.15,3003.25,
04,61424,6113773,4300,6197.47,116083.82,122281.29,
04,61424,6113773,4400,1903.5,73132.35,75035.85,
04,61424,6113773,4700,0,77.37,77.37,
04,61424,6113773,5100,0,0,0,
04,61424,6113773,5200,1835.67,19707.16,21542.83,
04,61424,6113773,5300,199,8659,8858,
04,61424,6113773,5400,0,33864.91,33864.91,
04,61424,6113773,5500,0,78365.01,78365.01,
04,61424,6113773,5600,180,160826.03,161006.03,
04,61424,6113773,5800,20520.31,201556.94,222077.25,
04,61424,6113773,5900,0,16693.62,16693.62,
04,61424,6113773,6100-6170,0,0,0,
04,61424,6113773,6200,0,0,0,
04,61424,6113773,6300,0,0,0,
04,61424,6113773,6400,0,0,0,
04,61424,6113773,6500,0,0,0,
04,61424,6113773,6900,0,23788.92,23788.92,
04,61424,6113773,7110-7143,0,0,0,
04,61424,6113773,7211-7213,0,0,0,
04,61424,6113773,7221-7223AO,0,0,0,
04,61424,6113773,7221-7223SE,0,0,0,
04,61424,6113773,7281-7299,0,0,0,
04,61424,6113773,7438,0,0,0,
04,61424,6113773,7439,0,0,0,
04,61424,6113773,7630-7699,0,0,0,
04,61424,6113773,8011,0,0,0,
04,61424,6113773,8012,0,588568,588568,
04,61424,6113773,8015,0,1236823,1236823,
04,61424,6113773,8019,0,2670,2670,
04,61424,6113773,8020-8039,0,0,0,
04,61424,6113773,8040-8079,0,0,0,
04,61424,6113773,8080-8089,0,0,0,
