ccode,dcode,schoolid,objectcode,restricted,unrestricted,total
43,69427,4330668,1100,9683.8,681971.81,691655.61
43,69427,4330676,1100,0,243434.49,243434.49
43,69484,4330619,1100,0,292969.85,292969.85
43,69583,6118541,1100,0,791017.35,791017.35
44,10447,4430252,1100,9028,1228111.57,1237139.57
44,69765,0100305,1100,700,102780,103480
44,69765,0100388,1100,0,160327.82,160327.82
44,69823,4430187,1100,1484,140700.38,142184.38
23,65623,2330363,1100,450,188048.5,188498.5
23,65615,2330439,1100,600,194217.73,194817.73
01,61259,0130591,1100,91831,546338,638169
01,61259,0130666,1100,36538.69,837547.22,874085.91
07,61796,6118368,1100,0,235377.59,235377.59
01,61259,6117972,1100,33709.88,93166.23,126876.11
21,65417,0101055,1100,0,248570,248570
19,64287,1996479,1100,0,1796852.84,1796852.84
55,72363,0100099,1100,0,151404,151404
43,69583,0100131,1100,0,96376,96376
41,68999,4130118,1100,19347.76,815684.19,835031.95
38,68478,3830429,1100,502656.33,107622.76,610279.09
10,62174,1030857,1100,0,336168.78,336168.78
47,70425,6115497,1100,0,266043,266043
19,64246,1996347,1100,42093,113692,155785
01,61259,6117394,1100,0,809064.26,809064.26
19,64246,1996537,1100,182149.07,979834.12,1161983.19
38,68478,0101352,1100,156518,0,156518
07,61796,0101477,1100,34923,342898,377821
01,61119,0130625,1100,18000,316798,334798
58,72751,6118780,1100,612463,1092936,1705399
19,64634,0101667,1100,0,707844.26,707844.26
34,67439,0101295,1100,83946,62049,145995
10,62166,1030733,1100,34320,43680,78000
37,68338,0101345,1100,34608,89909.15,124517.15
36,73957,3631033,1100,127304.84,2856479.09,2983783.93
43,69427,4330726,1200,0,0,0
49,70912,6116958,1200,0,0,0
33,75192,3330917,1200,0,0,0
36,67686,0100271,1200,0,73844.04,73844.04
30,66670,3030723,1200,0,0,0
01,75119,0130641,1200,0,0,0
36,67876,3630993,1200,0,0,0
37,68304,3731544,1200,0,0,0
10,62174,1030774,1200,0,57735.5,57735.5
34,67439,0102343,1200,0,0,0
07,61705,6118160,1200,0,0,0
33,67249,6114748,1200,0,0,0
09,61945,0930198,1200,0,0,0
18,64204,1830132,1200,0,0,0
37,68106,3731023,1200,0,0,0
19,75291,1996016,1200,0,0,0
50,71134,6119705,1200,0,0,0
34,67439,0102038,1200,0,193449.03,193449.03
38,68478,6112601,1200,0,0,0
39,68585,0101956,1200,0,0,0
01,61259,0130633,1200,0,0,0
43,69427,4330601,1200,0,0,0
01,61259,0100123,1200,0,0,0
01,61259,3030772,1200,0,0,0
10,62166,1030642,1200,0,0,0
10,62166,1030840,1200,17872.66,98492.93,116365.59
01,75622,0130617,1200,0,0,0
01,61259,0130518,1200,0,0,0
01,61259,6111660,1200,0,0,0
10,62166,1030667,1200,0,62498,62498
18,75036,6010763,1200,0,0,0
10,10108,6085112,1200,0,0,0
01,61259,6115711,1200,0,7780.69,7780.69
01,61259,6117402,1200,0,0,0
01,61259,6117568,1200,28745.29,0,28745.29
10,62166,6118095,1200,0,0,0
01,61259,0100065,1200,0,0,0
01,61259,6119911,1200,0,0,0
01,75705,0101212,1200,0,0,0
04,10041,6119523,1200,0,0,0
33,67215,6119788,1200,5719,0,5719
23,65557,6116669,1200,0,0,0
32,66969,3230083,1200,0,0,0
10,62174,1030865,1200,0,92350,92350
15,63628,6121024,1200,0,0,0
15,75630,1530500,1200,0,0,0
19,64857,6119580,1200,0,0,0
19,73445,1996271,1200,0,0,0
19,75663,6120158,1200,0,0,0
19,75671,1996586,1200,0,0,0
21,65474,6118491,1200,0,0,0
23,65615,2330454,1200,0,0,0
23,65615,6117386,1200,0,0,0
23,65615,2330413,1200,0,0,0
25,73585,2530129,1200,0,111537.22,111537.22
26,73668,2630085,1200,25899.98,109068.87,134968.85
27,65961,6119663,1200,0,0,0
30,66670,3030780,1200,0,58345,58345
31,66951,3130168,1200,62912.43,545729.31,608641.74
31,75085,6118392,1200,0,0,0
33,75192,6112551,1200,0,0,0
34,67439,0101048,1200,0,0,0
36,67827,3631041,1200,0,0,0
37,68049,6119564,1200,0,0,0
38,75648,6040935,1200,0,0,0
37,68338,3730959,1200,0,77745.72,77745.72
37,68338,3731189,1200,0,62178,62178
37,68098,0101535,1200,0,0,0
36,67843,3630928,1200,0,28440,28440
36,67934,3630670,1200,0,0,0
36,67934,3630761,1200,0,0,0
36,73957,3630936,1200,0,0,0
36,75044,0102160,1200,0,0,0
36,75044,3631132,1200,0,0,0
36,75069,6113427,1200,0,0,0
36,75077,3631207,1200,0,0,0
37,68338,0101204,1200,0,0,0
50,71134,6118178,1200,0,0,0
37,68338,4330684,1200,0,0,0
37,68338,6039457,1200,0,180937.68,180937.68
37,68189,6120901,1200,0,0,0
37,68338,6114961,1200,0,1432.97,1432.97
50,71134,5030275,1200,10713,0,10713
37,68098,6116776,1200,0,0,0
37,68338,3731247,1200,0,0,0
37,68338,3731320,1200,0,47404,47404
37,68338,3731395,1200,0,0,0
37,68338,6040018,1200,0,0,0
37,68338,6061956,1200,0,140295,140295
37,68338,6061964,1200,0,101674.57,101674.57
37,68338,6113211,1200,0,0,0
37,68338,6119168,1200,0,0,0
37,68338,6115570,1200,0,0,0
37,68338,6117279,1200,0,73052.04,73052.04
37,68338,6117436,1200,0,0,0
37,68338,6117683,1200,0,83605.94,83605.94
37,68338,6119598,1200,0,0,0
37,68338,6120935,1200,0,4561.04,4561.04
37,68338,6120943,1200,0,0,0
37,73569,0101071,1200,0,0,0
37,73569,0101089,1200,0,0,0
37,68171,3731254,1200,0,1214468.17,1214468.17
38,68478,0101261,1200,0,0,0
38,68478,0101337,1200,0,64999.92,64999.92
38,68478,0101774,1200,0,0,0
38,68478,3830411,1200,0,65319,65319
38,68478,3830437,1200,178407,50405.12,228812.12
39,68585,6116594,1200,4795.53,41178.48,45974.01
39,68585,6118921,1200,0,0,0
39,75499,6118665,1200,0,0,0
40,68809,6043194,1200,0,0,0
41,68999,6114953,1200,0,0,0
41,69021,0101279,1200,0,0,0
42,69278,6045918,1200,0,0,0
43,69427,4330668,1200,0,0,0
43,69427,4330676,1200,0,0,0
43,69484,4330619,1200,0,0,0
43,69583,6118541,1200,0,0,0
44,10447,4430252,1200,0,0,0
44,69765,0100305,1200,0,0,0
44,69765,0100388,1200,0,33913.7,33913.7
44,69823,4430187,1200,4140,82359.96,86499.96
23,65623,2330363,1200,0,0,0
23,65615,2330439,1200,0,0,0
01,61259,0130591,1200,0,0,0
01,61259,0130666,1200,44785.01,4868.86,49653.87
07,61796,6118368,1200,0,0,0
01,61259,6117972,1200,0,0,0
21,65417,0101055,1200,0,0,0
19,64287,1996479,1200,0,0,0
55,72363,0100099,1200,0,0,0
43,69583,0100131,1200,0,6250,6250
41,68999,4130118,1200,0,35696.22,35696.22
38,68478,3830429,1200,0,0,0
10,62174,1030857,1200,0,0,0
47,70425,6115497,1200,0,0,0
19,64246,1996347,1200,0,0,0
01,61259,6117394,1200,0,48000,48000
19,64246,1996537,1200,0,0,0
38,68478,0101352,1200,0,0,0
07,61796,0101477,1200,0,0,0
01,61119,0130625,1200,0,0,0
58,72751,6118780,1200,0,0,0
19,64634,0101667,1200,0,0,0
34,67439,0101295,1200,0,0,0
10,62166,1030733,1200,24251,30865,55116
37,68338,0101345,1200,0,0,0
36,73957,3631033,1200,0,0,0
43,69427,4330726,1300,0,286619.4633,286619.4633
49,70912,6116958,1300,11348,28652,40000
33,75192,3330917,1300,0,33561.09,33561.09
36,67686,0100271,1300,0,89939.47,89939.47
30,66670,3030723,1300,0,760896.27,760896.27
01,75119,0130641,1300,40183.71,244149.17,284332.88
36,67876,3630993,1300,4629,35691,40320
37,68304,3731544,1300,0,1,1
10,62174,1030774,1300,15669.4,137656.68,153326.08
34,67439,0102343,1300,0,74559.89,74559.89
07,61705,6118160,1300,0,65000,65000
33,67249,6114748,1300,0,80262,80262
09,61945,0930198,1300,0,0,0
18,64204,1830132,1300,0,109990,109990
19,75291,1996016,1300,0,130532,130532
50,71134,6119705,1300,0,89939.38,89939.38
34,67439,0102038,1300,0,371413.32,371413.32
38,68478,6112601,1300,0,82531,82531
39,68585,0101956,1300,0,73769.17,73769.17
01,61259,0130633,1300,0,0,0
43,69427,4330601,1300,39929.35,99178.3,139107.65
01,61259,0100123,1300,0,0,0
01,61259,3030772,1300,0,0,0
10,62166,1030642,1300,0,118402.18,118402.18
10,62166,1030840,1300,3917.35,135422.64,139339.99
01,75622,0130617,1300,10000,137150.61,147150.61
01,61259,0130518,1300,0,0,0
01,61259,6111660,1300,0,0,0
10,62166,1030667,1300,0,56100,56100
18,75036,6010763,1300,0,30630,30630
10,10108,6085112,1300,73051,98800,171851
01,61259,6115711,1300,0,70637.46,70637.46
01,61259,6117402,1300,0,108953.13,108953.13
01,61259,6117568,1300,0,90437.43,90437.43
10,62166,6118095,1300,965,78080.95,79045.95
01,61259,0100065,1300,27833.46,57166.62,85000.08
01,61259,6119911,1300,26077,39117,65194
01,75705,0101212,1300,16875,50625,67500
04,10041,6119523,1300,0,0,0
33,67215,6119788,1300,0,0,0
23,65557,6116669,1300,0,0,0
32,66969,3230083,1300,0,153189.6,153189.6
10,62174,1030865,1300,0,38594,38594
15,63628,6121024,1300,0,0,0
15,75630,1530500,1300,0,78654.96,78654.96
19,64857,6119580,1300,0,68500,68500
19,73445,1996271,1300,0,75597.39,75597.39
19,75663,6120158,1300,0,0,0
19,75671,1996586,1300,0,65463,65463
21,65474,6118491,1300,0,86000,86000
23,65615,2330454,1300,0,31871,31871
23,65615,6117386,1300,0,0,0
23,65615,2330413,1300,0,46329,46329
25,73585,2530129,1300,0,35937.5,35937.5
26,73668,2630085,1300,0,158092.99,158092.99
27,65961,6119663,1300,0,19680,19680
30,66670,3030780,1300,0,203905,203905
31,66951,3130168,1300,117945.51,472673.5,590619.01
31,75085,6118392,1300,0,10000,10000
33,75192,6112551,1300,0,0,0
34,67439,0101048,1300,0,64009.73,64009.73
36,67827,3631041,1300,252721.51,974498.08,1227219.59
37,68049,6119564,1300,0,504186.31,504186.31
38,75648,6040935,1300,0,104000,104000
37,68106,3731023,1300,0,332239.66,332239.66
37,68338,0101345,1300,0,59114.65,59114.65
37,68338,3730959,1300,19976.04,473590,493566.04
37,68338,3731189,1300,0,204537,204537
37,68098,0101535,1300,14800,35342.4,50142.4
36,67843,3630928,1300,0,13999.92,13999.92
36,67934,3630670,1300,0,177009,177009
36,67934,3630761,1300,0,287901.24,287901.24
36,73957,3630936,1300,71890.74,274782.87,346673.61
36,75044,0102160,1300,0,0,0
36,75044,3631132,1300,0,72000,72000
36,75069,6113427,1300,0,263353,263353
36,75077,3631207,1300,0,0,0
37,68338,0101204,1300,2500,80626.03,83126.03
50,71134,6118178,1300,0,0,0
37,68338,4330684,1300,0,0,0
37,68338,6039457,1300,0,69474.59,69474.59
37,68189,6120901,1300,0,55800.71,55800.71
37,68338,6114961,1300,0,108440,108440
50,71134,5030275,1300,33261,85394,118655
37,68098,6116776,1300,0,73137.26,73137.26
37,68338,3731247,1300,0,291451.28,291451.28
37,68338,3731320,1300,0,51149.32,51149.32
37,68338,3731395,1300,663,66036.27,66699.27
37,68338,6040018,1300,0,102446.17,102446.17
37,68338,6061956,1300,0,223503,223503
37,68338,6061964,1300,45843,193753.7,239596.7
37,68338,6113211,1300,0,0,0
37,68338,6119168,1300,0,96666.6,96666.6
37,68338,6115570,1300,0,0,0
37,68338,6117279,1300,0,0,0
37,68338,6117436,1300,0,78265.77,78265.77
37,68338,6117683,1300,0,0,0
37,68338,6119598,1300,0,0,0
37,68338,6120935,1300,0,73158.6,73158.6
37,68338,6120943,1300,0,100231.8,100231.8
37,73569,0101071,1300,0,64871.13,64871.13
37,73569,0101089,1300,0,0,0
37,68171,3731254,1300,0,101664.83,101664.83
38,68478,0101261,1300,0,14582.95,14582.95
38,68478,0101337,1300,0,0,0
38,68478,0101774,1300,0,148696.38,148696.38
38,68478,3830411,1300,0,382414,382414
38,68478,3830437,1300,0,159425,159425
39,68585,6116594,1300,0,76593.43,76593.43
39,68585,6118921,1300,0,66419.97,66419.97
39,75499,6118665,1300,0,103000,103000
40,68809,6043194,1300,0,82749.96,82749.96
41,68999,6114953,1300,0,103269.25,103269.25
41,69021,0101279,1300,25000,92200,117200
42,69278,6045918,1300,8000,135686,143686
43,69427,4330668,1300,0,20599.93,20599.93
43,69427,4330676,1300,0,76500,76500
43,69484,4330619,1300,17903.39,85547.57,103450.96
43,69583,6118541,1300,0,180000,180000
44,10447,4430252,1300,6000,77608,83608
44,69765,0100305,1300,0,37687,37687
44,69765,0100388,1300,0,45000,45000
44,69823,4430187,1300,0,0,0
23,65623,2330363,1300,0,0,0
23,65615,2330439,1300,0,40865.11,40865.11
01,61259,0130591,1300,0,0,0
01,61259,0130666,1300,0,88417.68,88417.68
07,61796,6118368,1300,0,0,0
01,61259,6117972,1300,0,28837.52,28837.52
21,65417,0101055,1300,0,115000,115000
19,64287,1996479,1300,0,316506.64,316506.64
55,72363,0100099,1300,0,0,0
43,69583,0100131,1300,0,5270,5270
41,68999,4130118,1300,0,84408.58,84408.58
38,68478,3830429,1300,0,0,0
10,62174,1030857,1300,0,207554.87,207554.87
47,70425,6115497,1300,0,65074,65074
19,64246,1996347,1300,0,24000,24000
01,61259,6117394,1300,0,88812.5,88812.5
19,64246,1996537,1300,0,274411.98,274411.98
38,68478,0101352,1300,63802,0,63802
07,61796,0101477,1300,0,79795,79795
01,61119,0130625,1300,0,0,0
58,72751,6118780,1300,24878,233724,258602
19,64634,0101667,1300,0,74133.35,74133.35
34,67439,0101295,1300,0,0,0
10,62166,1030733,1300,0,0,0
36,73957,3631033,1300,171625.69,695353.98,866979.67
43,69427,4330726,1900,0,0,0
49,70912,6116958,1900,0,1680,1680
33,75192,3330917,1900,0,27600,27600
36,67686,0100271,1900,0,0,0
30,66670,3030723,1900,0,71293,71293
01,75119,0130641,1900,0,0,0
36,67876,3630993,1900,0,0,0
37,68304,3731544,1900,0,0,0
10,62174,1030774,1900,0,0,0
34,67439,0102343,1900,0,0,0
07,61705,6118160,1900,0,0,0
33,67249,6114748,1900,0,8768.15,8768.15
09,61945,0930198,1900,0,0,0
18,64204,1830132,1900,0,0,0
19,75291,1996016,1900,0,16896,16896
50,71134,6119705,1900,0,0,0
34,67439,0102038,1900,0,0,0
38,68478,6112601,1900,0,0,0
39,68585,0101956,1900,0,0,0
43,69427,4330601,1900,0,0,0
01,61259,0100123,1900,0,0,0
01,61259,3030772,1900,0,14466,14466
01,61259,0130633,1900,0,0,0
10,62166,1030642,1900,0,0,0
10,62166,1030840,1900,0,0,0
01,75622,0130617,1900,0,6267.29,6267.29
01,61259,0130518,1900,0,0,0
01,61259,6111660,1900,0,0,0
10,62166,1030667,1900,0,2330.14,2330.14
18,75036,6010763,1900,0,2415,2415
10,10108,6085112,1900,0,30020,30020
01,61259,6115711,1900,0,750,750
01,61259,6117402,1900,0,0,0
01,61259,6117568,1900,0,0,0
01,61119,0130625,1900,0,0,0
10,62166,6118095,1900,511.5,2034.58,2546.08
01,61259,0100065,1900,0,0,0
01,61259,6119911,1900,0,2519,2519
01,75705,0101212,1900,0,0,0
04,10041,6119523,1900,0,0,0
33,67215,6119788,1900,0,0,0
23,65557,6116669,1900,0,0,0
32,66969,3230083,1900,0,0,0
10,62174,1030865,1900,0,0,0
15,63628,6121024,1900,0,19891,19891
15,75630,1530500,1900,100,14106.33,14206.33
19,64857,6119580,1900,0,0,0
19,73445,1996271,1900,0,0,0
19,75663,6120158,1900,0,19662.41,19662.41
19,75671,1996586,1900,0,0,0
21,65474,6118491,1900,0,0,0
23,65615,2330454,1900,0,0,0
23,65615,6117386,1900,0,0,0
23,65615,2330413,1900,0,0,0
25,73585,2530129,1900,2500,130216,132716
26,73668,2630085,1900,0,0,0
27,65961,6119663,1900,0,0,0
30,66670,3030780,1900,0,39992,39992
31,66951,3130168,1900,266532.46,36303.75,302836.21
31,75085,6118392,1900,0,0,0
34,67439,0101295,1900,0,0,0
33,75192,6112551,1900,0,0,0
34,67439,0101048,1900,0,0,0
36,67827,3631041,1900,0,0,0
37,68106,3731023,1900,0,0,0
37,68049,6119564,1900,0,0,0
38,75648,6040935,1900,0,0,0
37,68338,0101345,1900,0,0,0
37,68338,3730959,1900,54576.32,49856.75,104433.07
37,68338,3731189,1900,0,0,0
37,68098,0101535,1900,0,0,0
36,67843,3630928,1900,0,0,0
36,67934,3630670,1900,0,0,0
36,67934,3630761,1900,0,0,0
36,73957,3630936,1900,0,0,0
36,75044,0102160,1900,0,0,0
36,75044,3631132,1900,0,0,0
36,75069,6113427,1900,0,823,823
36,75077,3631207,1900,0,0,0
37,68338,0101204,1900,0,0,0
50,71134,6118178,1900,0,79225.74,79225.74
37,68338,4330684,1900,0,0,0
37,68338,6039457,1900,0,2079.55,2079.55
37,68189,6120901,1900,0,0,0
37,68338,6114961,1900,0,6772.99,6772.99
50,71134,5030275,1900,0,0,0
37,68098,6116776,1900,0,0,0
37,68338,3731247,1900,0,0,0
37,68338,3731320,1900,0,0,0
37,68338,3731395,1900,0,0,0
37,68338,6040018,1900,0,38207.27,38207.27
37,68338,6061956,1900,0,268509,268509
37,68338,6061964,1900,66395,5661.96,72056.96
37,68338,6113211,1900,0,157.3,157.3
37,68338,6119168,1900,0,0,0
37,68338,6115570,1900,0,0,0
37,68338,6117279,1900,0,0,0
37,68338,6117436,1900,0,32142.54,32142.54
37,68338,6117683,1900,0,0,0
37,68338,6119598,1900,0,0,0
37,68338,6120935,1900,0,0,0
37,68338,6120943,1900,0,0,0
37,73569,0101071,1900,0,0,0
37,73569,0101089,1900,0,0,0
37,68171,3731254,1900,0,0,0
38,68478,0101261,1900,0,0,0
38,68478,0101337,1900,0,0,0
38,68478,0101774,1900,0,37700,37700
38,68478,3830411,1900,0,26727,26727
38,68478,3830437,1900,0,14390,14390
39,68585,6116594,1900,0,0,0
39,68585,6118921,1900,0,0,0
39,75499,6118665,1900,0,0,0
40,68809,6043194,1900,0,0,0
41,68999,6114953,1900,0,0,0
41,69021,0101279,1900,0,0,0
42,69278,6045918,1900,0,0,0
43,69427,4330668,1900,0,0,0
43,69427,4330676,1900,0,0,0
43,69484,4330619,1900,0,0,0
43,69583,6118541,1900,0,103485.81,103485.81
44,10447,4430252,1900,16500,0,16500
44,69765,0100305,1900,0,0,0
44,69765,0100388,1900,0,0,0
44,69823,4430187,1900,0,0,0
23,65623,2330363,1900,0,0,0
23,65615,2330439,1900,0,0,0
01,61259,0130591,1900,0,56480,56480
01,61259,0130666,1900,0,0,0
07,61796,6118368,1900,0,0,0
01,61259,6117972,1900,0,75508.12,75508.12
21,65417,0101055,1900,0,0,0
19,64287,1996479,1900,204957.52,0,204957.52
55,72363,0100099,1900,0,0,0
43,69583,0100131,1900,0,0,0
41,68999,4130118,1900,0,0,0
38,68478,3830429,1900,0,0,0
10,62174,1030857,1900,0,0,0
47,70425,6115497,1900,0,0,0
19,64246,1996347,1900,0,0,0
01,61259,6117394,1900,0,0,0
19,64246,1996537,1900,0,13089.8,13089.8
38,68478,0101352,1900,7000,0,7000
07,61796,0101477,1900,0,27910,27910
58,72751,6118780,1900,0,0,0
19,64634,0101667,1900,0,0,0
10,62166,1030733,1900,0,0,0
36,73957,3631033,1900,0,10000,10000
43,69427,4330726,2100,0,767758.2595,767758.2595
49,70912,6116958,2100,0,27954,27954
33,75192,3330917,2100,0,0,0
36,67686,0100271,2100,0,300281.27,300281.27
30,66670,3030723,2100,0,0,0
01,75119,0130641,2100,0,0,0
36,67876,3630993,2100,737,14968,15705
04,10041,6119523,2100,0,14872.5,14872.5
10,62174,1030774,2100,0,0,0
34,67439,0102343,2100,0,0,0
07,61705,6118160,2100,0,0,0
33,67249,6114748,2100,0,36358.74,36358.74
09,61945,0930198,2100,0,34020.04,34020.04
18,64204,1830132,2100,0,0,0
19,75291,1996016,2100,0,0,0
50,71134,6119705,2100,0,0,0
34,67439,0102038,2100,0,0,0
38,68478,6112601,2100,0,0,0
39,68585,0101956,2100,0,5394.86,5394.86
43,69427,4330601,2100,0,0,0
01,61259,0100123,2100,0,0,0
01,61259,3030772,2100,0,70052,70052
01,61259,0130633,2100,0,83652,83652
10,62166,1030642,2100,0,243601.18,243601.18
10,62166,1030840,2100,0,9978.62,9978.62
01,75622,0130617,2100,0,0,0
01,61259,0130518,2100,0,0,0
01,61259,6111660,2100,0,0,0
10,62166,1030667,2100,0,12525.12,12525.12
18,75036,6010763,2100,7985,32218,40203
10,10108,6085112,2100,44691,38992,83683
01,61259,6115711,2100,0,27149.96,27149.96
01,61259,6117402,2100,0,0,0
01,61259,6117568,2100,22512,5191.39,27703.39
01,61119,0130625,2100,25000,19867.52,44867.52
10,62166,6118095,2100,19473.3,0,19473.3
01,61259,0100065,2100,0,0,0
01,61259,6119911,2100,8723,0,8723
01,75705,0101212,2100,0,0,0
33,67215,6119788,2100,4033,4564,8597
23,65557,6116669,2100,0,40251,40251
32,66969,3230083,2100,0,26136,26136
10,62174,1030865,2100,0,67619,67619
15,63628,6121024,2100,0,0,0
15,75630,1530500,2100,6539.35,0,6539.35
19,64857,6119580,2100,0,0,0
19,73445,1996271,2100,0,172459.25,172459.25
19,75663,6120158,2100,0,52276.87,52276.87
19,75671,1996586,2100,0,29199,29199
21,65474,6118491,2100,5234,39295,44529
23,65615,2330454,2100,1418,22027,23445
23,65615,6117386,2100,30469.25,19804.07,50273.32
23,65615,2330413,2100,4024,53704,57728
25,73585,2530129,2100,0,0,0
26,73668,2630085,2100,4382.2,18731.46,23113.66
27,65961,6119663,2100,0,14114,14114
30,66670,3030780,2100,0,498104,498104
31,66951,3130168,2100,58085.38,127134.2,185219.58
31,75085,6118392,2100,0,0,0
34,67439,0101295,2100,0,0,0
33,75192,6112551,2100,0,0,0
34,67439,0101048,2100,0,0,0
37,68189,6120901,2100,7568.07,2505.63,10073.7
37,68338,0101345,2100,0,0,0
37,68049,6119564,2100,0,0,0
38,75648,6040935,2100,9800,55236,65036
37,68338,3730959,2100,0,325326.51,325326.51
37,68338,3731189,2100,0,0,0
37,68098,0101535,2100,0,6897.51,6897.51
36,67827,3631041,2100,72047.82,937038.17,1009085.99
36,67843,3630928,2100,0,84852.5,84852.5
