Id,Id2,Geography,Estimate; Total:,total_below_poverty,under_5_below_poverty,age_5_below_poverty,age_6_to_11_below_poverty,age_12_to_17_below_poverty,age_18_65_below_poverty,total_above_poverty,under_5_above_poverty,age_5_above_poverty,age_6_to_11_above_poverty,age_12_to_17_above_poverty,age_18_65_above_poverty
8600000US95367,95367,ZCTA5 95367,22908,3803,310,173,666,355,2026,19105,1656,270,1481,2131,11800
8600000US95368,95368,ZCTA5 95368,14224,1066,106,14,124,201,608,13158,696,151,1283,1917,8136
8600000US95369,95369,ZCTA5 95369,1161,256,43,0,41,22,135,905,61,25,106,72,530
8600000US95370,95370,ZCTA5 95370,27108,3454,139,29,321,416,2289,23654,1119,302,1647,1332,13921
8600000US95372,95372,ZCTA5 95372,1513,51,0,0,0,0,51,1462,91,26,116,190,915
8600000US95374,95374,ZCTA5 95374,1813,619,53,0,132,56,364,1194,169,46,101,51,696
8600000US95375,95375,ZCTA5 95375,177,0,0,0,0,0,0,177,0,0,0,36,69
8600000US95376,95376,ZCTA5 95376,48993,5920,503,129,1050,824,3122,43073,3280,494,4182,4113,26978
8600000US95377,95377,ZCTA5 95377,30074,1829,289,27,335,148,935,28245,2846,492,3089,2964,17221
8600000US95379,95379,ZCTA5 95379,3686,625,141,0,25,17,374,3061,134,14,86,318,1957
8600000US95380,95380,ZCTA5 95380,39304,8801,1016,95,890,1092,5166,30503,2028,440,2643,2673,18996
8600000US95382,95382,ZCTA5 95382,37061,3849,338,55,275,336,2505,33212,2303,416,2717,2818,20739
8600000US95383,95383,ZCTA5 95383,3774,184,0,0,0,28,131,3590,181,32,136,220,2149
8600000US95385,95385,ZCTA5 95385,403,6,0,0,0,0,0,397,44,0,29,6,275
8600000US95386,95386,ZCTA5 95386,9755,1668,172,17,166,255,937,8087,595,177,747,863,4936
8600000US95387,95387,ZCTA5 95387,778,238,11,0,32,97,85,540,29,0,81,21,379
8600000US95388,95388,ZCTA5 95388,13895,3506,668,133,587,397,1672,10389,489,151,856,1343,6608
8600000US95389,95389,ZCTA5 95389,1234,246,0,0,0,54,148,988,15,12,64,16,839
8600000US95391,95391,ZCTA5 95391,10256,562,71,0,58,139,294,9694,1134,225,1073,862,6077
8600000US95401,95401,ZCTA5 95401,35536,5582,618,82,431,323,3816,29954,1863,299,1885,2474,19720
8600000US95403,95403,ZCTA5 95403,44585,5879,588,123,576,420,3753,38706,2294,611,2825,3232,24796
8600000US95404,95404,ZCTA5 95404,38439,4551,381,67,429,509,2824,33888,1916,391,2271,2222,22076
8600000US95405,95405,ZCTA5 95405,20548,1513,93,39,7,31,1117,19035,1074,317,1485,1186,12013
8600000US95407,95407,ZCTA5 95407,39531,7388,776,231,692,1095,4378,32143,2245,505,2858,3015,21424
8600000US95409,95409,ZCTA5 95409,26270,2649,165,69,198,368,1442,23621,1067,274,1175,1853,13001
8600000US95410,95410,ZCTA5 95410,853,182,0,0,16,0,153,671,13,0,0,41,491
8600000US95412,95412,ZCTA5 95412,298,26,4,2,2,2,16,272,9,0,13,0,145
8600000US95415,95415,ZCTA5 95415,1628,417,67,16,46,38,224,1211,16,28,7,143,833
8600000US95417,95417,ZCTA5 95417,210,28,0,0,0,5,23,182,0,0,0,0,111
8600000US95420,95420,ZCTA5 95420,591,123,0,0,0,1,110,468,0,0,95,16,357
8600000US95421,95421,ZCTA5 95421,1400,245,22,9,19,38,145,1155,20,5,42,24,766
8600000US95422,95422,ZCTA5 95422,15203,5476,576,115,392,704,3487,9727,398,105,525,588,6222
8600000US95423,95423,ZCTA5 95423,3147,851,49,0,49,103,593,2296,134,4,63,41,1384
8600000US95425,95425,ZCTA5 95425,10458,825,0,0,108,48,515,9633,757,105,722,667,5946
8600000US95426,95426,ZCTA5 95426,2225,635,48,20,67,41,403,1590,119,10,96,63,1126
8600000US95427,95427,ZCTA5 95427,278,32,0,0,0,0,32,246,0,0,0,0,181
8600000US95428,95428,ZCTA5 95428,2506,864,81,40,134,116,458,1642,106,36,22,68,944
8600000US95429,95429,ZCTA5 95429,114,0,0,0,0,0,0,114,0,0,0,0,51
8600000US95430,95430,ZCTA5 95430,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US95431,95431,ZCTA5 95431,470,391,0,0,0,0,331,79,0,0,0,0,49
8600000US95432,95432,ZCTA5 95432,514,13,0,0,0,0,13,501,48,44,35,0,239
8600000US95435,95435,ZCTA5 95435,166,0,0,0,0,0,0,166,44,0,44,0,78
8600000US95436,95436,ZCTA5 95436,5332,607,0,0,23,75,461,4725,200,76,231,89,3330
8600000US95437,95437,ZCTA5 95437,13885,2255,290,47,132,210,1348,11630,705,77,822,692,7180
8600000US95439,95439,ZCTA5 95439,725,289,118,0,0,11,145,436,0,0,0,9,302
8600000US95441,95441,ZCTA5 95441,2298,219,9,0,19,7,170,2079,113,11,183,111,1348
8600000US95442,95442,ZCTA5 95442,3218,496,58,0,0,0,438,2722,283,0,93,89,1816
8600000US95443,95443,ZCTA5 95443,251,85,0,0,39,0,46,166,44,0,0,0,122
8600000US95444,95444,ZCTA5 95444,903,90,0,0,0,0,90,813,9,8,34,111,577
8600000US95445,95445,ZCTA5 95445,1752,119,0,0,0,8,83,1633,53,0,59,122,1147
8600000US95446,95446,ZCTA5 95446,4788,954,138,0,94,0,694,3834,135,9,143,120,2835
8600000US95448,95448,ZCTA5 95448,16562,1840,181,77,161,150,1195,14722,601,159,878,1165,8917
8600000US95449,95449,ZCTA5 95449,1500,422,21,13,14,26,333,1078,75,0,39,50,766
8600000US95450,95450,ZCTA5 95450,191,2,0,0,0,0,2,189,13,0,9,10,117
8600000US95451,95451,ZCTA5 95451,11565,2634,103,95,223,250,1801,8931,421,97,516,448,5435
8600000US95452,95452,ZCTA5 95452,1056,129,0,0,0,44,74,927,0,0,15,69,593
8600000US95453,95453,ZCTA5 95453,10583,1689,23,40,161,210,971,8894,384,185,405,730,5277
8600000US95454,95454,ZCTA5 95454,2226,409,9,4,32,16,323,1817,38,26,193,123,1104
8600000US95456,95456,ZCTA5 95456,927,147,0,0,0,0,72,780,58,0,10,10,425
8600000US95457,95457,ZCTA5 95457,3288,533,40,13,28,12,394,2755,100,22,92,264,1810
8600000US95458,95458,ZCTA5 95458,3036,1249,110,0,146,183,583,1787,40,0,59,142,1055
8600000US95459,95459,ZCTA5 95459,605,76,6,10,3,1,48,529,62,0,44,46,306
8600000US95460,95460,ZCTA5 95460,2383,166,0,0,0,0,56,2217,29,0,158,67,1163
8600000US95461,95461,ZCTA5 95461,3710,393,33,0,29,29,270,3317,281,26,211,184,1852
8600000US95462,95462,ZCTA5 95462,1377,205,33,0,0,0,147,1172,51,6,7,129,735
8600000US95463,95463,ZCTA5 95463,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US95464,95464,ZCTA5 95464,2122,442,65,0,66,6,283,1680,68,55,69,84,1051
8600000US95465,95465,ZCTA5 95465,2235,169,17,0,19,0,124,2066,8,22,179,118,1492
8600000US95466,95466,ZCTA5 95466,942,378,43,17,108,35,175,564,0,23,7,143,289
8600000US95467,95467,ZCTA5 95467,5655,597,75,5,62,134,311,5058,301,72,364,482,3038
8600000US95468,95468,ZCTA5 95468,1222,293,47,0,29,37,168,929,11,34,33,119,503
8600000US95469,95469,ZCTA5 95469,1891,223,26,34,23,0,130,1668,97,11,91,158,1000
8600000US95470,95470,ZCTA5 95470,6041,1143,3,43,135,29,805,4898,177,33,257,395,3235
8600000US95471,95471,ZCTA5 95471,425,41,0,0,0,0,41,384,15,42,103,0,224
8600000US95472,95472,ZCTA5 95472,28818,2310,79,11,192,113,1628,26508,776,179,1514,1911,17124
8600000US95476,95476,ZCTA5 95476,37011,4425,642,164,361,301,2429,32586,1426,222,2128,2310,19809
8600000US95482,95482,ZCTA5 95482,32408,6591,556,151,749,941,3888,25817,1694,298,1797,2077,16076
8600000US95485,95485,ZCTA5 95485,2115,384,0,11,27,72,198,1731,75,21,129,170,974
8600000US95486,95486,ZCTA5 95486,17,0,0,0,0,0,0,17,0,0,0,0,0
8600000US95488,95488,ZCTA5 95488,254,16,0,0,0,0,16,238,0,0,38,9,119
8600000US95490,95490,ZCTA5 95490,12558,2534,349,90,196,177,1525,10024,489,117,674,547,6411
8600000US95492,95492,ZCTA5 95492,28737,1557,85,28,239,201,823,27180,1390,475,2648,2615,16820
8600000US95493,95493,ZCTA5 95493,274,68,0,0,0,0,68,206,0,0,0,0,129
8600000US95494,95494,ZCTA5 95494,153,7,0,0,0,7,0,146,0,0,0,47,90
8600000US95497,95497,ZCTA5 95497,762,36,0,0,0,0,25,726,0,0,0,13,227
8600000US95501,95501,ZCTA5 95501,23045,4788,326,36,207,422,3448,18257,899,85,1224,1054,12336
8600000US95503,95503,ZCTA5 95503,24282,4308,551,120,452,307,2673,19974,889,245,1100,1294,12855
8600000US95511,95511,ZCTA5 95511,430,280,34,0,15,0,231,150,24,0,0,0,126
8600000US95514,95514,ZCTA5 95514,187,129,46,0,0,0,83,58,0,0,0,0,0
8600000US95519,95519,ZCTA5 95519,19088,2441,345,52,242,113,1618,16647,960,113,1318,1144,10845
8600000US95521,95521,ZCTA5 95521,18135,5440,302,24,194,289,4515,12695,576,106,737,680,9075
8600000US95524,95524,ZCTA5 95524,2115,297,22,0,51,0,216,1818,30,30,160,131,1192
8600000US95525,95525,ZCTA5 95525,1709,226,8,0,10,5,196,1483,47,40,118,104,993
8600000US95526,95526,ZCTA5 95526,410,226,0,31,34,41,101,184,0,0,9,6,108
8600000US95527,95527,ZCTA5 95527,562,96,13,0,14,13,55,466,16,8,8,32,293
8600000US95528,95528,ZCTA5 95528,1079,142,0,2,14,12,93,937,68,5,77,66,568
8600000US95531,95531,ZCTA5 95531,21065,4422,513,75,509,371,2665,16643,926,100,915,1579,10088
8600000US95536,95536,ZCTA5 95536,3065,311,43,10,34,0,182,2754,117,15,187,225,1681
8600000US95537,95537,ZCTA5 95537,120,97,13,0,0,0,84,23,0,0,0,0,23
8600000US95540,95540,ZCTA5 95540,12908,2549,345,48,307,131,1522,10359,381,94,673,941,6126
8600000US95542,95542,ZCTA5 95542,2071,335,0,34,34,0,247,1736,158,0,91,58,1206
8600000US95543,95543,ZCTA5 95543,594,133,40,0,36,1,56,461,0,0,10,56,321
8600000US95545,95545,ZCTA5 95545,61,0,0,0,0,0,0,61,0,0,16,0,41
8600000US95546,95546,ZCTA5 95546,3415,1058,64,23,108,116,711,2357,187,33,250,270,1377
8600000US95547,95547,ZCTA5 95547,1244,107,0,0,10,2,77,1137,76,13,86,78,702
8600000US95548,95548,ZCTA5 95548,1406,403,40,0,3,52,284,1003,62,11,77,77,581
8600000US95549,95549,ZCTA5 95549,811,57,0,0,0,0,57,754,6,3,31,72,518
8600000US95550,95550,ZCTA5 95550,226,21,0,0,0,10,0,205,0,3,40,6,138
8600000US95551,95551,ZCTA5 95551,2009,349,50,0,49,21,217,1660,87,12,44,143,1158
8600000US95552,95552,ZCTA5 95552,425,52,0,0,0,0,36,373,5,0,11,24,239
8600000US95553,95553,ZCTA5 95553,1073,268,0,0,0,24,207,805,16,0,105,46,479
8600000US95554,95554,ZCTA5 95554,476,128,0,0,0,14,114,348,41,0,10,25,204
8600000US95555,95555,ZCTA5 95555,335,76,0,0,0,7,63,259,0,0,8,38,165
8600000US95556,95556,ZCTA5 95556,649,208,5,9,13,15,146,441,50,0,32,10,329
8600000US95558,95558,ZCTA5 95558,312,50,0,0,0,0,50,262,10,0,40,11,138
8600000US95559,95559,ZCTA5 95559,164,79,0,0,0,37,42,85,0,0,0,0,38
8600000US95560,95560,ZCTA5 95560,977,55,0,0,0,0,41,922,0,0,114,125,633
8600000US95562,95562,ZCTA5 95562,3383,514,92,0,9,0,363,2869,163,102,167,174,1943
8600000US95563,95563,ZCTA5 95563,561,46,0,0,0,4,42,515,33,0,0,9,316
8600000US95564,95564,ZCTA5 95564,521,86,9,0,12,10,52,435,7,0,22,26,335
8600000US95565,95565,ZCTA5 95565,1038,61,0,0,0,0,61,977,51,6,105,81,697
8600000US95567,95567,ZCTA5 95567,1909,422,0,2,52,108,226,1487,71,0,140,69,918
8600000US95568,95568,ZCTA5 95568,128,43,2,0,0,10,31,85,3,0,0,6,57
8600000US95569,95569,ZCTA5 95569,200,34,6,0,3,0,18,166,0,0,0,4,107
8600000US95570,95570,ZCTA5 95570,2094,338,16,0,8,9,280,1756,102,15,60,90,1046
8600000US95571,95571,ZCTA5 95571,59,17,0,0,0,0,17,42,0,0,0,0,42
8600000US95573,95573,ZCTA5 95573,1507,282,0,0,0,29,253,1225,73,15,79,12,696
8600000US95585,95585,ZCTA5 95585,440,177,9,11,10,69,71,263,27,4,9,10,161
8600000US95587,95587,ZCTA5 95587,117,0,0,0,0,0,0,117,0,0,0,0,61
8600000US95589,95589,ZCTA5 95589,1116,381,34,0,90,28,200,735,0,0,73,0,586
8600000US95595,95595,ZCTA5 95595,176,15,0,0,0,0,12,161,9,0,0,0,140
8600000US95601,95601,ZCTA5 95601,183,58,0,0,6,0,52,125,14,0,11,9,77
8600000US95602,95602,ZCTA5 95602,17396,1606,117,16,172,118,836,15790,536,138,1074,1452,8972
8600000US95603,95603,ZCTA5 95603,27480,3050,199,44,192,333,1841,24430,1049,258,1348,2155,15322
8600000US95604,95604,ZCTA5 95604,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US95605,95605,ZCTA5 95605,13641,3846,331,34,534,679,1962,9795,557,75,664,974,6231
8600000US95606,95606,ZCTA5 95606,114,9,0,0,0,0,9,105,0,0,0,0,71
8600000US95607,95607,ZCTA5 95607,331,8,0,0,0,0,8,323,0,0,10,4,261
8600000US95608,95608,ZCTA5 95608,59209,7171,820,194,321,744,4443,52038,2759,536,3073,3782,32544
8600000US95610,95610,ZCTA5 95610,43394,5926,451,135,799,642,3591,37468,2073,501,2528,2635,25053
8600000US95612,95612,ZCTA5 95612,1056,116,14,14,0,42,38,940,24,10,63,30,557
8600000US95614,95614,ZCTA5 95614,3972,127,19,0,17,36,46,3845,161,102,344,340,2178
8600000US95615,95615,ZCTA5 95615,1025,87,0,0,0,0,87,938,91,0,106,34,539
8600000US95616,95616,ZCTA5 95616,42963,13237,212,5,158,263,12376,29726,1431,249,1804,1959,20720
8600000US95618,95618,ZCTA5 95618,26211,4957,142,25,202,256,4192,21254,1174,497,1770,2026,13932
8600000US95619,95619,ZCTA5 95619,5158,384,6,23,71,33,237,4774,261,72,406,521,2719
8600000US95620,95620,ZCTA5 95620,20498,1924,370,2,170,217,994,18574,1178,284,1743,1983,11398
8600000US95621,95621,ZCTA5 95621,40592,4971,403,119,660,725,2681,35621,1829,416,2331,2634,22606
8600000US95623,95623,ZCTA5 95623,3916,427,79,0,42,0,276,3489,55,14,114,253,2242
8600000US95624,95624,ZCTA5 95624,59266,4548,326,58,539,836,2453,54718,3397,552,4849,5841,34413
8600000US95625,95625,ZCTA5 95625,192,24,0,0,0,0,24,168,49,24,0,0,76
8600000US95626,95626,ZCTA5 95626,6029,531,126,9,17,90,252,5498,386,64,467,598,3389
8600000US95627,95627,ZCTA5 95627,3242,462,25,0,102,87,230,2780,152,35,275,241,1710
8600000US95628,95628,ZCTA5 95628,39403,3337,202,63,342,341,2114,36066,1685,281,2325,2737,22532
8600000US95629,95629,ZCTA5 95629,907,168,0,0,74,0,94,739,23,13,28,13,505
8600000US95630,95630,ZCTA5 95630,63338,2811,142,62,205,181,1714,60527,4363,849,5940,5224,38317
8600000US95631,95631,ZCTA5 95631,5624,797,79,0,132,0,509,4827,244,18,145,258,3246
8600000US95632,95632,ZCTA5 95632,29398,4958,696,77,771,489,2555,24440,1317,169,2182,2568,15483
8600000US95633,95633,ZCTA5 95633,3442,189,0,0,0,0,172,3253,109,16,167,256,2003
8600000US95634,95634,ZCTA5 95634,3147,303,0,0,72,69,106,2844,111,0,214,290,1470
8600000US95635,95635,ZCTA5 95635,1109,47,0,0,0,0,47,1062,44,0,70,12,844
8600000US95636,95636,ZCTA5 95636,878,51,0,0,25,0,26,827,73,13,145,108,436
8600000US95637,95637,ZCTA5 95637,605,0,0,0,0,0,0,605,20,0,67,132,283
8600000US95638,95638,ZCTA5 95638,2213,411,58,28,50,33,203,1802,38,14,128,183,1163
8600000US95639,95639,ZCTA5 95639,244,37,0,0,0,0,23,207,0,0,54,0,142
8600000US95640,95640,ZCTA5 95640,6869,961,35,0,103,97,706,5908,361,62,514,428,3617
8600000US95641,95641,ZCTA5 95641,1704,154,6,2,33,24,76,1550,66,6,74,66,890
8600000US95642,95642,ZCTA5 95642,6450,815,108,18,61,61,472,5635,179,63,371,521,3276
8600000US95645,95645,ZCTA5 95645,1716,396,55,0,40,78,174,1320,80,36,65,76,866
8600000US95646,95646,ZCTA5 95646,105,48,0,0,0,0,40,57,0,0,0,0,50
8600000US95648,95648,ZCTA5 95648,46584,4245,366,41,454,568,2225,42339,2834,623,3102,2973,22152
8600000US95650,95650,ZCTA5 95650,11476,341,0,10,10,25,181,11135,600,120,861,1196,6508
8600000US95651,95651,ZCTA5 95651,502,38,0,0,0,0,38,464,10,0,19,24,303
8600000US95652,95652,ZCTA5 95652,776,341,31,58,56,0,187,435,22,0,108,49,243
8600000US95653,95653,ZCTA5 95653,437,35,0,0,0,0,35,402,0,0,35,50,274
8600000US95655,95655,ZCTA5 95655,4678,858,72,52,95,86,532,3820,388,89,397,457,2367
8600000US95658,95658,ZCTA5 95658,6659,620,39,13,43,38,423,6039,301,44,371,313,3673
8600000US95659,95659,ZCTA5 95659,679,47,7,3,8,2,19,632,33,2,96,64,313
8600000US95660,95660,ZCTA5 95660,31300,7347,832,110,1241,1054,3825,23953,1736,365,2280,2017,14053
8600000US95661,95661,ZCTA5 95661,29887,2521,107,77,279,187,1473,27366,1361,395,2279,1965,17496
8600000US95662,95662,ZCTA5 95662,31432,2271,153,9,209,201,1457,29161,1871,363,2066,2110,18938
8600000US95663,95663,ZCTA5 95663,2735,135,17,18,4,4,68,2600,131,59,87,429,1603
8600000US95664,95664,ZCTA5 95664,1161,140,32,0,0,31,77,1021,0,12,0,120,750
8600000US95665,95665,ZCTA5 95665,4312,387,0,0,18,0,226,3925,112,67,231,211,2199
8600000US95666,95666,ZCTA5 95666,5504,473,18,0,34,57,353,5031,128,102,306,146,2714
8600000US95667,95667,ZCTA5 95667,35532,3529,333,78,244,313,2149,32003,1291,304,1547,2673,20124
8600000US95668,95668,ZCTA5 95668,908,26,0,0,0,0,13,882,20,15,41,92,565
8600000US95669,95669,ZCTA5 95669,2676,219,6,0,27,17,120,2457,136,19,161,155,1460
8600000US95670,95670,ZCTA5 95670,53274,8175,1389,195,690,730,4797,45099,2394,493,3737,3716,28552
8600000US95672,95672,ZCTA5 95672,5387,122,0,0,0,0,108,5265,210,135,404,429,3409
8600000US95673,95673,ZCTA5 95673,14620,1923,147,5,179,190,1312,12697,967,84,928,1114,7916
8600000US95674,95674,ZCTA5 95674,803,91,15,6,11,6,48,712,32,0,57,30,490
8600000US95675,95675,ZCTA5 95675,627,48,0,0,0,0,48,579,109,0,0,0,329
8600000US95677,95677,ZCTA5 95677,22664,1888,103,53,178,181,1222,20776,1239,332,1638,1314,13516
8600000US95678,95678,ZCTA5 95678,42007,4425,362,54,408,471,2754,37582,2705,468,3721,3100,23743
8600000US95679,95679,ZCTA5 95679,35,0,0,0,0,0,0,35,0,0,0,0,35
8600000US95680,95680,ZCTA5 95680,152,0,0,0,0,0,0,152,0,0,21,63,68
8600000US95681,95681,ZCTA5 95681,1317,126,14,0,0,6,106,1191,78,0,99,96,735
8600000US95682,95682,ZCTA5 95682,29254,1960,46,45,184,259,1274,27294,1305,230,2078,2538,16662
8600000US95683,95683,ZCTA5 95683,6576,201,0,0,11,9,98,6375,326,57,539,437,3695
8600000US95684,95684,ZCTA5 95684,2905,238,0,0,0,41,108,2667,14,1,209,243,1830
8600000US95685,95685,ZCTA5 95685,4396,343,31,0,38,5,187,4053,69,14,136,452,2440
8600000US95686,95686,ZCTA5 95686,1014,289,42,11,54,37,140,725,37,15,36,80,422
8600000US95687,95687,ZCTA5 95687,56569,4304,462,136,459,515,2377,52265,3192,644,3936,5033,33504
8600000US95688,95688,ZCTA5 95688,34221,3347,484,61,351,495,1764,30874,1840,444,2575,2768,19696
8600000US95689,95689,ZCTA5 95689,1130,16,0,0,0,0,0,1114,0,0,0,0,584
8600000US95690,95690,ZCTA5 95690,2010,264,8,0,27,62,161,1746,102,0,176,185,928
8600000US95691,95691,ZCTA5 95691,34322,5137,558,95,554,628,3069,29185,2291,289,2251,2309,18929
8600000US95692,95692,ZCTA5 95692,4960,875,117,59,156,88,385,4085,201,49,334,502,2547
8600000US95693,95693,ZCTA5 95693,5604,829,35,0,83,63,502,4775,257,38,243,430,3074
8600000US95694,95694,ZCTA5 95694,9739,916,102,0,102,96,553,8823,571,76,757,717,5694
8600000US95695,95695,ZCTA5 95695,37129,4277,372,107,450,277,2458,32852,2103,245,2711,2459,20581
8600000US95697,95697,ZCTA5 95697,455,122,18,0,14,14,76,333,8,0,62,33,199
8600000US95698,95698,ZCTA5 95698,263,0,0,0,0,0,0,263,0,0,0,59,175
8600000US95699,95699,ZCTA5 95699,163,0,0,0,0,0,0,163,0,0,0,58,64
8600000US95701,95701,ZCTA5 95701,760,79,0,0,17,11,47,681,12,0,31,56,468
8600000US95703,95703,ZCTA5 95703,1082,58,0,0,0,0,58,1024,28,0,74,114,651
8600000US95709,95709,ZCTA5 95709,4905,282,10,9,8,0,234,4623,166,85,380,342,2657
8600000US95713,95713,ZCTA5 95713,9382,1047,66,0,22,74,676,8335,392,106,393,633,5506
8600000US95714,95714,ZCTA5 95714,335,46,0,0,0,0,38,289,16,0,3,3,158
8600000US95715,95715,ZCTA5 95715,67,0,0,0,0,0,0,67,0,0,18,0,45
8600000US95717,95717,ZCTA5 95717,234,22,0,0,0,0,19,212,25,0,8,0,99
8600000US95720,95720,ZCTA5 95720,93,7,0,0,0,0,7,86,6,2,4,0,54
8600000US95721,95721,ZCTA5 95721,13,0,0,0,0,0,0,13,0,0,0,0,0
8600000US95722,95722,ZCTA5 95722,4417,135,20,11,20,0,64,4282,155,31,244,395,2373
8600000US95724,95724,ZCTA5 95724,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US95726,95726,ZCTA5 95726,8762,1039,38,0,130,163,649,7723,489,116,355,377,5052
8600000US95728,95728,ZCTA5 95728,352,0,0,0,0,0,0,352,0,0,0,0,332
8600000US95735,95735,ZCTA5 95735,29,22,0,0,1,9,12,7,0,0,0,0,6
8600000US95736,95736,ZCTA5 95736,146,42,16,13,0,0,13,104,0,0,0,20,84
8600000US95742,95742,ZCTA5 95742,8121,365,24,12,58,67,192,7756,898,181,559,602,5114
8600000US95746,95746,ZCTA5 95746,23424,1045,169,0,137,72,579,22379,879,286,1803,2713,13687
8600000US95747,95747,ZCTA5 95747,51358,3458,320,96,592,374,1588,47900,3097,708,4163,4545,27934
8600000US95757,95757,ZCTA5 95757,38156,3452,288,76,396,823,1716,34704,2575,664,3878,3841,21032
8600000US95758,95758,ZCTA5 95758,61038,7339,542,180,1015,1219,3989,53699,3261,720,5216,5398,34523
8600000US95762,95762,ZCTA5 95762,39739,1274,75,33,55,162,764,38465,2423,842,3874,3910,23154
8600000US95765,95765,ZCTA5 95765,34295,2405,103,23,396,388,1233,31890,2097,726,3409,3405,19371
8600000US95776,95776,ZCTA5 95776,21420,2355,264,45,307,212,1408,19065,1725,276,1684,1634,12422
8600000US95811,95811,ZCTA5 95811,7109,2097,93,13,39,112,1727,5012,75,8,64,146,4501
8600000US95814,95814,ZCTA5 95814,7079,2048,135,13,102,103,1337,5031,74,25,40,69,3976
8600000US95815,95815,ZCTA5 95815,25292,7655,1028,194,1070,507,4492,17637,1229,159,1646,1462,11427
8600000US95816,95816,ZCTA5 95816,15787,2019,84,0,38,13,1711,13768,500,148,407,280,11027
8600000US95817,95817,ZCTA5 95817,13782,4761,334,40,282,440,3256,9021,500,103,439,433,6406
8600000US95818,95818,ZCTA5 95818,19815,3233,264,19,284,230,2074,16582,920,140,887,1141,11495
8600000US95819,95819,ZCTA5 95819,15199,1036,0,0,8,18,921,14163,790,163,791,632,9603
8600000US95820,95820,ZCTA5 95820,33234,8356,947,164,1091,971,4735,24878,1592,295,1575,2015,16154
8600000US95821,95821,ZCTA5 95821,32374,7637,809,197,972,625,4622,24737,1246,197,1173,1436,16305
8600000US95822,95822,ZCTA5 95822,41665,9017,1143,348,959,1237,4565,32648,2231,453,2211,2276,19791
8600000US95823,95823,ZCTA5 95823,73127,21329,2877,395,2646,2909,11847,51798,3978,541,4127,4648,32153
8600000US95824,95824,ZCTA5 95824,30721,11273,1523,355,1750,1273,5890,19448,1107,354,1461,1570,12681
8600000US95825,95825,ZCTA5 95825,31266,7249,840,22,624,399,4908,24017,1493,256,824,1330,16348
8600000US95826,95826,ZCTA5 95826,36973,7680,884,58,710,808,4972,29293,1481,419,1784,1947,19608
8600000US95827,95827,ZCTA5 95827,19646,3264,262,0,379,274,2088,16382,971,258,958,1279,11069
8600000US95828,95828,ZCTA5 95828,59085,12325,1281,389,1637,1545,6807,46760,3267,436,3874,4735,28602
8600000US95829,95829,ZCTA5 95829,25773,3629,312,15,639,731,1782,22144,1493,277,1886,2653,14226
8600000US95830,95830,ZCTA5 95830,787,30,0,0,0,0,30,757,15,14,79,98,432
8600000US95831,95831,ZCTA5 95831,41807,2838,177,21,142,422,1855,38969,2030,90,2266,2513,24928
8600000US95832,95832,ZCTA5 95832,12263,3734,297,104,394,925,1836,8529,776,96,730,602,5534
8600000US95833,95833,ZCTA5 95833,37499,5853,584,110,698,652,3584,31646,1868,364,2402,2425,22171
8600000US95834,95834,ZCTA5 95834,23990,4113,544,42,638,329,2495,19877,1537,270,1594,1488,13670
8600000US95835,95835,ZCTA5 95835,38632,3076,305,16,548,443,1696,35556,3436,735,2969,3012,22603
8600000US95837,95837,ZCTA5 95837,289,18,4,0,0,0,4,271,10,0,39,25,137
8600000US95838,95838,ZCTA5 95838,35363,9949,1401,346,1767,1234,4750,25414,1996,247,1911,2572,16752
8600000US95841,95841,ZCTA5 95841,17737,4114,520,94,174,261,2840,13623,1032,211,798,958,8669
8600000US95842,95842,ZCTA5 95842,31811,7778,1183,196,1201,897,4089,24033,1761,286,2008,1669,15786
8600000US95843,95843,ZCTA5 95843,46007,5117,515,150,679,610,2873,40890,3055,651,4110,4517,25900
8600000US95864,95864,ZCTA5 95864,21374,1440,138,28,77,89,974,19934,1043,251,1437,1341,11490
8600000US95901,95901,ZCTA5 95901,31580,7160,1006,154,794,588,4311,24420,1408,348,2175,2261,15222
8600000US95903,95903,ZCTA5 95903,1505,105,31,0,15,5,54,1400,261,94,164,32,845
8600000US95910,95910,ZCTA5 95910,83,0,0,0,0,0,0,83,0,0,0,0,65
8600000US95912,95912,ZCTA5 95912,4777,842,130,14,187,104,374,3935,260,4,297,445,2522
8600000US95914,95914,ZCTA5 95914,739,193,8,0,9,27,115,546,56,28,21,0,288
8600000US95915,95915,ZCTA5 95915,59,59,0,11,0,0,37,0,0,0,0,0,0
8600000US95916,95916,ZCTA5 95916,1206,206,11,0,9,21,141,1000,42,6,21,73,667
8600000US95917,95917,ZCTA5 95917,3063,717,131,14,124,37,396,2346,176,22,145,114,1508
8600000US95918,95918,ZCTA5 95918,1716,214,14,0,0,38,143,1502,23,0,25,21,984
8600000US95919,95919,ZCTA5 95919,1564,445,12,41,84,65,243,1119,56,13,53,36,671
8600000US95920,95920,ZCTA5 95920,381,30,0,0,0,0,30,351,41,30,96,20,145
8600000US95922,95922,ZCTA5 95922,560,128,4,0,0,0,94,432,12,2,20,21,240
8600000US95923,95923,ZCTA5 95923,25,0,0,0,0,0,0,25,0,0,0,0,0
